game_pk,date,season,away_team_id,away_team,home_team_id,home_team,venue_id,venue_name,away_1st_runs,home_1st_runs,top_1st_scored,bottom_1st_scored,nrfi,yrfi,total_1st_runs
745245,2024-06-13,2024,145,Chicago White Sox,136,Seattle Mariners,680,T-Mobile Park,0,0,0,0,1,0,0
745809,2024-06-13,2024,146,Miami Marlins,121,New York Mets,3289,Citi Field,0,0,0,0,1,0,0
745894,2024-06-13,2024,133,Oakland Athletics,142,Minnesota Twins,3312,Target Field,0,0,0,0,1,0,0
746136,2024-06-13,2024,140,Texas Rangers,119,Los Angeles Dodgers,22,Dodger Stadium,2,0,1,0,0,1,2
746299,2024-06-13,2024,147,New York Yankees,118,Kansas City Royals,7,Kauffman Stadium,0,0,0,0,1,0,0
746465,2024-06-13,2024,120,Washington Nationals,116,Detroit Tigers,2394,Comerica Park,0,0,0,0,1,0,0
746944,2024-06-13,2024,143,Philadelphia Phillies,111,Boston Red Sox,3,Fenway Park,0,0,0,0,1,0,0
747026,2024-06-13,2024,144,Atlanta Braves,110,Baltimore Orioles,2,Oriole Park at Camden Yards,2,0,1,0,0,1,2
747192,2024-06-13,2024,108,Los Angeles Angels,109,Arizona Diamondbacks,15,Chase Field,0,3,0,1,0,1,3
744847,2024-06-14,2024,146,Miami Marlins,120,Washington Nationals,3309,Nationals Park,0,0,0,0,1,0,0
744924,2024-06-14,2024,114,Cleveland Guardians,141,Toronto Blue Jays,14,Rogers Centre,0,0,0,0,1,0,0
745247,2024-06-14,2024,140,Texas Rangers,136,Seattle Mariners,680,T-Mobile Park,2,2,1,1,0,1,4
745326,2024-06-14,2024,108,Los Angeles Angels,137,San Francisco Giants,2395,Oracle Park,0,0,0,0,1,0,0
745810,2024-06-14,2024,135,San Diego Padres,121,New York Mets,3289,Citi Field,0,0,0,0,1,0,0
745892,2024-06-14,2024,133,Oakland Athletics,142,Minnesota Twins,3312,Target Field,4,0,1,0,0,1,4
745979,2024-06-14,2024,113,Cincinnati Reds,158,Milwaukee Brewers,32,American Family Field,0,0,0,0,1,0,0
746134,2024-06-14,2024,118,Kansas City Royals,119,Los Angeles Dodgers,22,Dodger Stadium,0,0,0,0,1,0,0
746378,2024-06-14,2024,116,Detroit Tigers,117,Houston Astros,2392,Minute Maid Park,0,0,0,0,1,0,0
746545,2024-06-14,2024,134,Pittsburgh Pirates,115,Colorado Rockies,19,Coors Field,1,0,1,0,0,1,1
746869,2024-06-14,2024,138,St. Louis Cardinals,112,Chicago Cubs,17,Wrigley Field,0,0,0,0,1,0,0
746947,2024-06-14,2024,147,New York Yankees,111,Boston Red Sox,3,Fenway Park,2,0,1,0,0,1,2
747025,2024-06-14,2024,143,Philadelphia Phillies,110,Baltimore Orioles,2,Oriole Park at Camden Yards,1,0,1,0,0,1,1
747112,2024-06-14,2024,139,Tampa Bay Rays,144,Atlanta Braves,4705,Truist Park,1,5,1,1,0,1,6
747191,2024-06-14,2024,145,Chicago White Sox,109,Arizona Diamondbacks,15,Chase Field,0,0,0,0,1,0,0
744846,2024-06-15,2024,146,Miami Marlins,120,Washington Nationals,3309,Nationals Park,0,1,0,1,0,1,1
744925,2024-06-15,2024,114,Cleveland Guardians,141,Toronto Blue Jays,14,Rogers Centre,0,0,0,0,1,0,0
745241,2024-06-15,2024,140,Texas Rangers,136,Seattle Mariners,680,T-Mobile Park,0,1,0,1,0,1,1
745329,2024-06-15,2024,108,Los Angeles Angels,137,San Francisco Giants,2395,Oracle Park,0,2,0,1,0,1,2
745805,2024-06-15,2024,135,San Diego Padres,121,New York Mets,3289,Citi Field,0,0,0,0,1,0,0
745976,2024-06-15,2024,113,Cincinnati Reds,158,Milwaukee Brewers,32,American Family Field,0,0,0,0,1,0,0
746135,2024-06-15,2024,118,Kansas City Royals,119,Los Angeles Dodgers,22,Dodger Stadium,0,0,0,0,1,0,0
746381,2024-06-15,2024,116,Detroit Tigers,117,Houston Astros,2392,Minute Maid Park,2,0,1,0,0,1,2
746547,2024-06-15,2024,134,Pittsburgh Pirates,115,Colorado Rockies,19,Coors Field,0,0,0,0,1,0,0
746865,2024-06-15,2024,138,St. Louis Cardinals,112,Chicago Cubs,17,Wrigley Field,0,0,0,0,1,0,0
746946,2024-06-15,2024,147,New York Yankees,111,Boston Red Sox,3,Fenway Park,0,3,0,1,0,1,3
747024,2024-06-15,2024,143,Philadelphia Phillies,110,Baltimore Orioles,2,Oriole Park at Camden Yards,1,0,1,0,0,1,1
747113,2024-06-15,2024,139,Tampa Bay Rays,144,Atlanta Braves,4705,Truist Park,1,0,1,0,0,1,1
747187,2024-06-15,2024,145,Chicago White Sox,109,Arizona Diamondbacks,15,Chase Field,0,1,0,1,0,1,1
744839,2024-06-16,2024,146,Miami Marlins,120,Washington Nationals,3309,Nationals Park,0,1,0,1,0,1,1
744926,2024-06-16,2024,114,Cleveland Guardians,141,Toronto Blue Jays,14,Rogers Centre,0,0,0,0,1,0,0
745242,2024-06-16,2024,140,Texas Rangers,136,Seattle Mariners,680,T-Mobile Park,0,0,0,0,1,0,0
745321,2024-06-16,2024,108,Los Angeles Angels,137,San Francisco Giants,2395,Oracle Park,1,0,1,0,0,1,1
745807,2024-06-16,2024,135,San Diego Padres,121,New York Mets,3289,Citi Field,1,4,1,1,0,1,5
745891,2024-06-16,2024,133,Oakland Athletics,142,Minnesota Twins,3312,Target Field,0,2,0,1,0,1,2
745895,2024-06-16,2024,133,Oakland Athletics,142,Minnesota Twins,3312,Target Field,0,3,0,1,0,1,3
745977,2024-06-16,2024,113,Cincinnati Reds,158,Milwaukee Brewers,32,American Family Field,1,0,1,0,0,1,1
746130,2024-06-16,2024,118,Kansas City Royals,119,Los Angeles Dodgers,22,Dodger Stadium,0,0,0,0,1,0,0
746377,2024-06-16,2024,116,Detroit Tigers,117,Houston Astros,2392,Minute Maid Park,0,1,0,1,0,1,1
746546,2024-06-16,2024,134,Pittsburgh Pirates,115,Colorado Rockies,19,Coors Field,0,0,0,0,1,0,0
746866,2024-06-16,2024,138,St. Louis Cardinals,112,Chicago Cubs,17,Wrigley Field,0,0,0,0,1,0,0
746945,2024-06-16,2024,147,New York Yankees,111,Boston Red Sox,3,Fenway Park,1,0,1,0,0,1,1
747023,2024-06-16,2024,143,Philadelphia Phillies,110,Baltimore Orioles,2,Oriole Park at Camden Yards,0,1,0,1,0,1,1
747109,2024-06-16,2024,139,Tampa Bay Rays,144,Atlanta Braves,4705,Truist Park,1,1,1,1,0,1,2
747189,2024-06-16,2024,145,Chicago White Sox,109,Arizona Diamondbacks,15,Chase Field,0,3,0,1,0,1,3
744918,2024-06-17,2024,111,Boston Red Sox,141,Toronto Blue Jays,14,Rogers Centre,2,0,1,0,0,1,2
745005,2024-06-17,2024,121,New York Mets,140,Texas Rangers,5325,Globe Life Field,1,0,1,0,0,1,1
745490,2024-06-17,2024,113,Cincinnati Reds,134,Pittsburgh Pirates,31,PNC Park,1,3,1,1,0,1,4
745567,2024-06-17,2024,135,San Diego Padres,143,Philadelphia Phillies,2681,Citizens Bank Park,0,0,0,0,1,0,0
746055,2024-06-17,2024,138,St. Louis Cardinals,146,Miami Marlins,4169,loanDepot park,0,0,0,0,1,0,0
746215,2024-06-17,2024,158,Milwaukee Brewers,108,Los Angeles Angels,1,Angel Stadium,0,0,0,0,1,0,0
746543,2024-06-17,2024,119,Los Angeles Dodgers,115,Colorado Rockies,19,Coors Field,1,0,1,0,0,1,1
746868,2024-06-17,2024,137,San Francisco Giants,112,Chicago Cubs,17,Wrigley Field,0,0,0,0,1,0,0
747108,2024-06-17,2024,116,Detroit Tigers,144,Atlanta Braves,4705,Truist Park,0,0,0,0,1,0,0
744843,2024-06-18,2024,109,Arizona Diamondbacks,120,Washington Nationals,3309,Nationals Park,2,0,1,0,0,1,2
744917,2024-06-18,2024,111,Boston Red Sox,141,Toronto Blue Jays,14,Rogers Centre,0,0,0,0,1,0,0
745004,2024-06-18,2024,121,New York Mets,140,Texas Rangers,5325,Globe Life Field,0,0,0,0,1,0,0
745488,2024-06-18,2024,113,Cincinnati Reds,134,Pittsburgh Pirates,31,PNC Park,0,0,0,0,1,0,0
745563,2024-06-18,2024,135,San Diego Padres,143,Philadelphia Phillies,2681,Citizens Bank Park,0,0,0,0,1,0,0
745650,2024-06-18,2024,118,Kansas City Royals,133,Oakland Athletics,10,Oakland Coliseum,0,2,0,1,0,1,2
745733,2024-06-18,2024,110,Baltimore Orioles,147,New York Yankees,3313,Yankee Stadium,0,0,0,0,1,0,0
745893,2024-06-18,2024,139,Tampa Bay Rays,142,Minnesota Twins,3312,Target Field,3,0,1,0,0,1,3
746049,2024-06-18,2024,138,St. Louis Cardinals,146,Miami Marlins,4169,loanDepot park,2,3,1,1,0,1,5
746217,2024-06-18,2024,158,Milwaukee Brewers,108,Los Angeles Angels,1,Angel Stadium,1,0,1,0,0,1,1
746542,2024-06-18,2024,119,Los Angeles Dodgers,115,Colorado Rockies,19,Coors Field,0,4,0,1,0,1,4
746627,2024-06-18,2024,136,Seattle Mariners,114,Cleveland Guardians,5,Progressive Field,0,0,0,0,1,0,0
746783,2024-06-18,2024,117,Houston Astros,145,Chicago White Sox,4,Guaranteed Rate Field,0,0,0,0,1,0,0
746867,2024-06-18,2024,137,San Francisco Giants,112,Chicago Cubs,17,Wrigley Field,0,0,0,0,1,0,0
747107,2024-06-18,2024,116,Detroit Tigers,144,Atlanta Braves,4705,Truist Park,0,2,0,1,0,1,2
744842,2024-06-19,2024,109,Arizona Diamondbacks,120,Washington Nationals,3309,Nationals Park,0,0,0,0,1,0,0
744920,2024-06-19,2024,111,Boston Red Sox,141,Toronto Blue Jays,14,Rogers Centre,0,0,0,0,1,0,0
745002,2024-06-19,2024,121,New York Mets,140,Texas Rangers,5325,Globe Life Field,0,1,0,1,0,1,1
745489,2024-06-19,2024,113,Cincinnati Reds,134,Pittsburgh Pirates,31,PNC Park,0,0,0,0,1,0,0
745561,2024-06-19,2024,135,San Diego Padres,143,Philadelphia Phillies,2681,Citizens Bank Park,0,0,0,0,1,0,0
745646,2024-06-19,2024,118,Kansas City Royals,133,Oakland Athletics,10,Oakland Coliseum,0,0,0,0,1,0,0
745732,2024-06-19,2024,110,Baltimore Orioles,147,New York Yankees,3313,Yankee Stadium,1,1,1,1,0,1,2
745887,2024-06-19,2024,139,Tampa Bay Rays,142,Minnesota Twins,3312,Target Field,0,0,0,0,1,0,0
746050,2024-06-19,2024,138,St. Louis Cardinals,146,Miami Marlins,4169,loanDepot park,0,2,0,1,0,1,2
746219,2024-06-19,2024,158,Milwaukee Brewers,108,Los Angeles Angels,1,Angel Stadium,1,0,1,0,0,1,1
746538,2024-06-19,2024,119,Los Angeles Dodgers,115,Colorado Rockies,19,Coors Field,0,3,0,1,0,1,3
746625,2024-06-19,2024,136,Seattle Mariners,114,Cleveland Guardians,5,Progressive Field,0,1,0,1,0,1,1
746781,2024-06-19,2024,117,Houston Astros,145,Chicago White Sox,4,Guaranteed Rate Field,0,0,0,0,1,0,0
746864,2024-06-19,2024,137,San Francisco Giants,112,Chicago Cubs,17,Wrigley Field,0,0,0,0,1,0,0
747106,2024-06-19,2024,116,Detroit Tigers,144,Atlanta Braves,4705,Truist Park,0,0,0,0,1,0,0
744841,2024-06-20,2024,109,Arizona Diamondbacks,120,Washington Nationals,3309,Nationals Park,0,0,0,0,1,0,0
745164,2024-06-20,2024,137,San Francisco Giants,138,St. Louis Cardinals,3949,Rickwood Field,0,3,0,1,0,1,3
745401,2024-06-20,2024,158,Milwaukee Brewers,135,San Diego Padres,2680,Petco Park,1,4,1,1,0,1,5
745645,2024-06-20,2024,118,Kansas City Royals,133,Oakland Athletics,10,Oakland Coliseum,0,0,0,0,1,0,0
745734,2024-06-20,2024,110,Baltimore Orioles,147,New York Yankees,3313,Yankee Stadium,1,0,1,0,0,1,1
745889,2024-06-20,2024,139,Tampa Bay Rays,142,Minnesota Twins,3312,Target Field,0,0,0,0,1,0,0
746539,2024-06-20,2024,119,Los Angeles Dodgers,115,Colorado Rockies,19,Coors Field,1,0,1,0,0,1,1
746626,2024-06-20,2024,136,Seattle Mariners,114,Cleveland Guardians,5,Progressive Field,2,1,1,1,0,1,3
746782,2024-06-20,2024,117,Houston Astros,145,Chicago White Sox,4,Guaranteed Rate Field,1,0,1,0,0,1,1
745006,2024-06-21,2024,118,Kansas City Royals,140,Texas Rangers,5325,Globe Life Field,0,0,0,0,1,0,0
745403,2024-06-21,2024,158,Milwaukee Brewers,135,San Diego Padres,2680,Petco Park,0,0,0,0,1,0,0
745483,2024-06-21,2024,139,Tampa Bay Rays,134,Pittsburgh Pirates,31,PNC Park,0,0,0,0,1,0,0
745562,2024-06-21,2024,109,Arizona Diamondbacks,143,Philadelphia Phillies,2681,Citizens Bank Park,0,0,0,0,1,0,0
745649,2024-06-21,2024,142,Minnesota Twins,133,Oakland Athletics,10,Oakland Coliseum,1,1,1,1,0,1,2
745729,2024-06-21,2024,144,Atlanta Braves,147,New York Yankees,3313,Yankee Stadium,3,0,1,0,0,1,3
746052,2024-06-21,2024,136,Seattle Mariners,146,Miami Marlins,4169,loanDepot park,1,0,1,0,0,1,1
746131,2024-06-21,2024,108,Los Angeles Angels,119,Los Angeles Dodgers,22,Dodger Stadium,0,0,0,0,1,0,0
746375,2024-06-21,2024,110,Baltimore Orioles,117,Houston Astros,2392,Minute Maid Park,0,1,0,1,0,1,1
746460,2024-06-21,2024,145,Chicago White Sox,116,Detroit Tigers,2394,Comerica Park,0,0,0,0,1,0,0
746540,2024-06-21,2024,120,Washington Nationals,115,Colorado Rockies,19,Coors Field,0,0,0,0,1,0,0
746624,2024-06-21,2024,141,Toronto Blue Jays,114,Cleveland Guardians,5,Progressive Field,0,0,0,0,1,0,0
746698,2024-06-21,2024,111,Boston Red Sox,113,Cincinnati Reds,2602,Great American Ball Park,0,1,0,1,0,1,1
746861,2024-06-21,2024,121,New York Mets,112,Chicago Cubs,17,Wrigley Field,3,1,1,1,0,1,4
744997,2024-06-22,2024,118,Kansas City Royals,140,Texas Rangers,5325,Globe Life Field,0,0,0,0,1,0,0
745163,2024-06-22,2024,137,San Francisco Giants,138,St. Louis Cardinals,2889,Busch Stadium,3,2,1,1,0,1,5
745402,2024-06-22,2024,158,Milwaukee Brewers,135,San Diego Padres,2680,Petco Park,0,0,0,0,1,0,0
745486,2024-06-22,2024,139,Tampa Bay Rays,134,Pittsburgh Pirates,31,PNC Park,1,1,1,1,0,1,2
745564,2024-06-22,2024,109,Arizona Diamondbacks,143,Philadelphia Phillies,2681,Citizens Bank Park,0,2,0,1,0,1,2
745644,2024-06-22,2024,142,Minnesota Twins,133,Oakland Athletics,10,Oakland Coliseum,1,1,1,1,0,1,2
745731,2024-06-22,2024,144,Atlanta Braves,147,New York Yankees,3313,Yankee Stadium,1,2,1,1,0,1,3
746048,2024-06-22,2024,136,Seattle Mariners,146,Miami Marlins,4169,loanDepot park,2,0,1,0,0,1,2
746132,2024-06-22,2024,108,Los Angeles Angels,119,Los Angeles Dodgers,22,Dodger Stadium,0,0,0,0,1,0,0
746376,2024-06-22,2024,110,Baltimore Orioles,117,Houston Astros,2392,Minute Maid Park,0,0,0,0,1,0,0
746459,2024-06-22,2024,145,Chicago White Sox,116,Detroit Tigers,2394,Comerica Park,0,0,0,0,1,0,0
746541,2024-06-22,2024,120,Washington Nationals,115,Colorado Rockies,19,Coors Field,0,1,0,1,0,1,1
746622,2024-06-22,2024,141,Toronto Blue Jays,114,Cleveland Guardians,5,Progressive Field,0,0,0,0,1,0,0
746700,2024-06-22,2024,111,Boston Red Sox,113,Cincinnati Reds,2602,Great American Ball Park,0,2,0,1,0,1,2
746863,2024-06-22,2024,121,New York Mets,112,Chicago Cubs,17,Wrigley Field,0,5,0,1,0,1,5
745000,2024-06-23,2024,118,Kansas City Royals,140,Texas Rangers,5325,Globe Life Field,0,0,0,0,1,0,0
745165,2024-06-23,2024,137,San Francisco Giants,138,St. Louis Cardinals,2889,Busch Stadium,0,3,0,1,0,1,3
745396,2024-06-23,2024,158,Milwaukee Brewers,135,San Diego Padres,2680,Petco Park,0,0,0,0,1,0,0
745485,2024-06-23,2024,139,Tampa Bay Rays,134,Pittsburgh Pirates,31,PNC Park,1,0,1,0,0,1,1
745566,2024-06-23,2024,109,Arizona Diamondbacks,143,Philadelphia Phillies,2681,Citizens Bank Park,0,0,0,0,1,0,0
745648,2024-06-23,2024,142,Minnesota Twins,133,Oakland Athletics,10,Oakland Coliseum,0,0,0,0,1,0,0
745727,2024-06-23,2024,144,Atlanta Braves,147,New York Yankees,3313,Yankee Stadium,0,0,0,0,1,0,0
746051,2024-06-23,2024,136,Seattle Mariners,146,Miami Marlins,4169,loanDepot park,0,4,0,1,0,1,4
746373,2024-06-23,2024,110,Baltimore Orioles,117,Houston Astros,2392,Minute Maid Park,0,4,0,1,0,1,4
746457,2024-06-23,2024,145,Chicago White Sox,116,Detroit Tigers,2394,Comerica Park,0,5,0,1,0,1,5
746536,2024-06-23,2024,120,Washington Nationals,115,Colorado Rockies,19,Coors Field,0,0,0,0,1,0,0
746621,2024-06-23,2024,141,Toronto Blue Jays,114,Cleveland Guardians,5,Progressive Field,2,1,1,1,0,1,3
746699,2024-06-23,2024,111,Boston Red Sox,113,Cincinnati Reds,2602,Great American Ball Park,0,0,0,0,1,0,0
746862,2024-06-23,2024,121,New York Mets,112,Chicago Cubs,17,Wrigley Field,0,0,0,0,1,0,0
745078,2024-06-24,2024,136,Seattle Mariners,139,Tampa Bay Rays,12,Tropicana Field,0,0,0,0,1,0,0
745160,2024-06-24,2024,144,Atlanta Braves,138,St. Louis Cardinals,2889,Busch Stadium,0,0,0,0,1,0,0
745323,2024-06-24,2024,112,Chicago Cubs,137,San Francisco Giants,2395,Oracle Park,0,0,0,0,1,0,0
745397,2024-06-24,2024,120,Washington Nationals,135,San Diego Padres,2680,Petco Park,0,0,0,0,1,0,0
745974,2024-06-24,2024,140,Texas Rangers,158,Milwaukee Brewers,32,American Family Field,0,0,0,0,1,0,0
746218,2024-06-24,2024,133,Oakland Athletics,108,Los Angeles Angels,1,Angel Stadium,0,2,0,1,0,1,2
746298,2024-06-24,2024,146,Miami Marlins,118,Kansas City Royals,7,Kauffman Stadium,0,0,0,0,1,0,0
746458,2024-06-24,2024,143,Philadelphia Phillies,116,Detroit Tigers,2394,Comerica Park,4,0,1,0,0,1,4
746696,2024-06-24,2024,134,Pittsburgh Pirates,113,Cincinnati Reds,2602,Great American Ball Park,0,0,0,0,1,0,0
746780,2024-06-24,2024,119,Los Angeles Dodgers,145,Chicago White Sox,4,Guaranteed Rate Field,0,0,0,0,1,0,0
746941,2024-06-24,2024,141,Toronto Blue Jays,111,Boston Red Sox,3,Fenway Park,0,0,0,0,1,0,0
747021,2024-06-24,2024,114,Cleveland Guardians,110,Baltimore Orioles,2,Oriole Park at Camden Yards,1,1,1,1,0,1,2
745076,2024-06-25,2024,136,Seattle Mariners,139,Tampa Bay Rays,12,Tropicana Field,0,1,0,1,0,1,1
745322,2024-06-25,2024,112,Chicago Cubs,137,San Francisco Giants,2395,Oracle Park,0,0,0,0,1,0,0
745399,2024-06-25,2024,120,Washington Nationals,135,San Diego Padres,2680,Petco Park,0,2,0,1,0,1,2
745806,2024-06-25,2024,147,New York Yankees,121,New York Mets,3289,Citi Field,0,1,0,1,0,1,1
745973,2024-06-25,2024,140,Texas Rangers,158,Milwaukee Brewers,32,American Family Field,1,0,1,0,0,1,1
746213,2024-06-25,2024,133,Oakland Athletics,108,Los Angeles Angels,1,Angel Stadium,0,0,0,0,1,0,0
746293,2024-06-25,2024,146,Miami Marlins,118,Kansas City Royals,7,Kauffman Stadium,0,1,0,1,0,1,1
746372,2024-06-25,2024,115,Colorado Rockies,117,Houston Astros,2392,Minute Maid Park,0,5,0,1,0,1,5
746454,2024-06-25,2024,143,Philadelphia Phillies,116,Detroit Tigers,2394,Comerica Park,0,0,0,0,1,0,0
746697,2024-06-25,2024,134,Pittsburgh Pirates,113,Cincinnati Reds,2602,Great American Ball Park,3,0,1,0,0,1,3
746775,2024-06-25,2024,119,Los Angeles Dodgers,145,Chicago White Sox,4,Guaranteed Rate Field,1,3,1,1,0,1,4
746943,2024-06-25,2024,141,Toronto Blue Jays,111,Boston Red Sox,3,Fenway Park,0,0,0,0,1,0,0
747022,2024-06-25,2024,114,Cleveland Guardians,110,Baltimore Orioles,2,Oriole Park at Camden Yards,1,2,1,1,0,1,3
747188,2024-06-25,2024,142,Minnesota Twins,109,Arizona Diamondbacks,15,Chase Field,0,2,0,1,0,1,2
745073,2024-06-26,2024,136,Seattle Mariners,139,Tampa Bay Rays,12,Tropicana Field,0,0,0,0,1,0,0
745157,2024-06-26,2024,144,Atlanta Braves,138,St. Louis Cardinals,2889,Busch Stadium,0,0,0,0,1,0,0
745158,2024-06-26,2024,144,Atlanta Braves,138,St. Louis Cardinals,2889,Busch Stadium,0,0,0,0,1,0,0
745325,2024-06-26,2024,112,Chicago Cubs,137,San Francisco Giants,2395,Oracle Park,0,0,0,0,1,0,0
745400,2024-06-26,2024,120,Washington Nationals,135,San Diego Padres,2680,Petco Park,0,0,0,0,1,0,0
745808,2024-06-26,2024,147,New York Yankees,121,New York Mets,3289,Citi Field,0,0,0,0,1,0,0
745975,2024-06-26,2024,140,Texas Rangers,158,Milwaukee Brewers,32,American Family Field,0,0,0,0,1,0,0
746212,2024-06-26,2024,133,Oakland Athletics,108,Los Angeles Angels,1,Angel Stadium,0,0,0,0,1,0,0
746291,2024-06-26,2024,146,Miami Marlins,118,Kansas City Royals,7,Kauffman Stadium,0,0,0,0,1,0,0
746374,2024-06-26,2024,115,Colorado Rockies,117,Houston Astros,2392,Minute Maid Park,0,0,0,0,1,0,0
746456,2024-06-26,2024,143,Philadelphia Phillies,116,Detroit Tigers,2394,Comerica Park,1,1,1,1,0,1,2
746695,2024-06-26,2024,134,Pittsburgh Pirates,113,Cincinnati Reds,2602,Great American Ball Park,0,0,0,0,1,0,0
746777,2024-06-26,2024,119,Los Angeles Dodgers,145,Chicago White Sox,4,Guaranteed Rate Field,1,0,1,0,0,1,1
747019,2024-06-26,2024,114,Cleveland Guardians,110,Baltimore Orioles,2,Oriole Park at Camden Yards,0,0,0,0,1,0,0
747184,2024-06-26,2024,142,Minnesota Twins,109,Arizona Diamondbacks,15,Chase Field,0,0,0,0,1,0,0
744919,2024-06-27,2024,147,New York Yankees,141,Toronto Blue Jays,14,Rogers Centre,0,5,0,1,0,1,5
745162,2024-06-27,2024,113,Cincinnati Reds,138,St. Louis Cardinals,2889,Busch Stadium,1,0,1,0,0,1,1
745324,2024-06-27,2024,112,Chicago Cubs,137,San Francisco Giants,2395,Oracle Park,0,0,0,0,1,0,0
745565,2024-06-27,2024,146,Miami Marlins,143,Philadelphia Phillies,2681,Citizens Bank Park,0,1,0,1,0,1,1
746210,2024-06-27,2024,116,Detroit Tigers,108,Los Angeles Angels,1,Angel Stadium,0,0,0,0,1,0,0
746288,2024-06-27,2024,114,Cleveland Guardians,118,Kansas City Royals,7,Kauffman Stadium,0,0,0,0,1,0,0
746816,2024-06-27,2024,144,Atlanta Braves,145,Chicago White Sox,4,Guaranteed Rate Field,0,1,0,1,0,1,1
747020,2024-06-27,2024,140,Texas Rangers,110,Baltimore Orioles,2,Oriole Park at Camden Yards,0,3,0,1,0,1,3
747185,2024-06-27,2024,142,Minnesota Twins,109,Arizona Diamondbacks,15,Chase Field,0,0,0,0,1,0,0
744922,2024-06-28,2024,147,New York Yankees,141,Toronto Blue Jays,14,Rogers Centre,0,1,0,1,0,1,1
745070,2024-06-28,2024,120,Washington Nationals,139,Tampa Bay Rays,12,Tropicana Field,0,0,0,0,1,0,0
745161,2024-06-28,2024,113,Cincinnati Reds,138,St. Louis Cardinals,2889,Busch Stadium,0,0,0,0,1,0,0
745238,2024-06-28,2024,142,Minnesota Twins,136,Seattle Mariners,680,T-Mobile Park,0,0,0,0,1,0,0
745319,2024-06-28,2024,119,Los Angeles Dodgers,137,San Francisco Giants,2395,Oracle Park,0,0,0,0,1,0,0
745560,2024-06-28,2024,146,Miami Marlins,143,Philadelphia Phillies,2681,Citizens Bank Park,0,0,0,0,1,0,0
745804,2024-06-28,2024,117,Houston Astros,121,New York Mets,3289,Citi Field,1,1,1,1,0,1,2
745970,2024-06-28,2024,112,Chicago Cubs,158,Milwaukee Brewers,32,American Family Field,0,0,0,0,1,0,0
746214,2024-06-28,2024,116,Detroit Tigers,108,Los Angeles Angels,1,Angel Stadium,0,2,0,1,0,1,2
746292,2024-06-28,2024,114,Cleveland Guardians,118,Kansas City Royals,7,Kauffman Stadium,1,0,1,0,0,1,1
746776,2024-06-28,2024,115,Colorado Rockies,145,Chicago White Sox,4,Guaranteed Rate Field,0,0,0,0,1,0,0
746939,2024-06-28,2024,135,San Diego Padres,111,Boston Red Sox,3,Fenway Park,0,0,0,0,1,0,0
747017,2024-06-28,2024,140,Texas Rangers,110,Baltimore Orioles,2,Oriole Park at Camden Yards,0,0,0,0,1,0,0
747105,2024-06-28,2024,134,Pittsburgh Pirates,144,Atlanta Braves,4705,Truist Park,0,0,0,0,1,0,0
747183,2024-06-28,2024,133,Oakland Athletics,109,Arizona Diamondbacks,15,Chase Field,0,2,0,1,0,1,2
744921,2024-06-29,2024,147,New York Yankees,141,Toronto Blue Jays,14,Rogers Centre,0,2,0,1,0,1,2
745071,2024-06-29,2024,120,Washington Nationals,139,Tampa Bay Rays,12,Tropicana Field,1,1,1,1,0,1,2
745159,2024-06-29,2024,113,Cincinnati Reds,138,St. Louis Cardinals,2889,Busch Stadium,0,0,0,0,1,0,0
745239,2024-06-29,2024,142,Minnesota Twins,136,Seattle Mariners,680,T-Mobile Park,0,0,0,0,1,0,0
745317,2024-06-29,2024,119,Los Angeles Dodgers,137,San Francisco Giants,2395,Oracle Park,0,1,0,1,0,1,1
745559,2024-06-29,2024,146,Miami Marlins,143,Philadelphia Phillies,2681,Citizens Bank Park,0,0,0,0,1,0,0
745801,2024-06-29,2024,117,Houston Astros,121,New York Mets,3289,Citi Field,0,0,0,0,1,0,0
745972,2024-06-29,2024,112,Chicago Cubs,158,Milwaukee Brewers,32,American Family Field,2,0,1,0,0,1,2
746211,2024-06-29,2024,116,Detroit Tigers,108,Los Angeles Angels,1,Angel Stadium,1,0,1,0,0,1,1
746289,2024-06-29,2024,114,Cleveland Guardians,118,Kansas City Royals,7,Kauffman Stadium,1,1,1,1,0,1,2
746778,2024-06-29,2024,115,Colorado Rockies,145,Chicago White Sox,4,Guaranteed Rate Field,0,0,0,0,1,0,0
746940,2024-06-29,2024,135,San Diego Padres,111,Boston Red Sox,3,Fenway Park,0,0,0,0,1,0,0
747018,2024-06-29,2024,140,Texas Rangers,110,Baltimore Orioles,2,Oriole Park at Camden Yards,1,0,1,0,0,1,1
747104,2024-06-29,2024,134,Pittsburgh Pirates,144,Atlanta Braves,4705,Truist Park,0,1,0,1,0,1,1
747186,2024-06-29,2024,133,Oakland Athletics,109,Arizona Diamondbacks,15,Chase Field,0,0,0,0,1,0,0
744916,2024-06-30,2024,147,New York Yankees,141,Toronto Blue Jays,14,Rogers Centre,2,0,1,0,0,1,2
745072,2024-06-30,2024,120,Washington Nationals,139,Tampa Bay Rays,12,Tropicana Field,0,0,0,0,1,0,0
745154,2024-06-30,2024,113,Cincinnati Reds,138,St. Louis Cardinals,2889,Busch Stadium,0,0,0,0,1,0,0
745243,2024-06-30,2024,142,Minnesota Twins,136,Seattle Mariners,680,T-Mobile Park,1,0,1,0,0,1,1
745320,2024-06-30,2024,119,Los Angeles Dodgers,137,San Francisco Giants,2395,Oracle Park,0,1,0,1,0,1,1
